customer_id,age,gender,country,signup_date,last_purchase_date,num_orders,total_spent,avg_order_value,recency_days,is_premium_member,device_type,preferred_category,churned
10528,38.0,Female,UK,2024-05-05,2025-06-05,6,10520.19,1753.36,118,0,Mobile,Grocery,0
10529,56.0,Male,India,2023-10-30,2025-03-06,6,,741.36,209,0,Desktop,,0
10530,53.0,Female,Canada,2021-03-23,2023-09-15,9,6712.66,745.85,747,0,Mobile,Books,0
10531,50.0,Male,India,2025-09-13,2025-09-25,8,6668.74,833.59,6,1,,Home,0
10532,47.0,Female,Canada,2025-09-09,2025-09-22,6,7137.93,1189.66,9,0,Mobile,Fashion,0
10533,54.0,,India,2024-08-15,2024-09-28,3,5652.05,1884.02,368,0,Mobile,Home,0
10534,40.0,Other,Australia,2022-11-13,2022-11-13,7,13882.38,1983.2,1053,1,,Home,0
10535,27.0,Female,USA,2025-06-16,2025-07-25,5,5717.6,1143.52,68,0,Mobile,Home,0
10536,22.0,Male,India,2021-12-11,2021-12-29,6,8006.32,1334.39,1372,0,Mobile,Fashion,0
10537,53.0,Female,India,2022-03-07,2023-10-11,7,6877.15,982.45,721,0,Mobile,Books,0
10538,,Other,,2022-08-07,2023-11-05,3,4258.62,1419.54,696,0,Mobile,Sports,0
10539,69.0,Male,India,2022-04-28,2024-12-09,11,18266.81,1660.62,296,1,Mobile,Electronics,0
10540,48.0,Male,India,2022-08-24,2025-09-29,1,21.19,21.19,2,0,Mobile,Books,0
10541,27.0,Female,USA,2025-05-19,2025-05-30,7,9180.59,1311.51,124,1,Mobile,Fashion,0
10542,36.0,Female,India,2024-10-05,2025-06-01,3,1946.07,648.69,122,1,Mobile,Electronics,0
10543,,Female,UK,2022-06-10,2024-02-01,7,9649.56,1378.51,608,1,Mobile,Electronics,0
10544,18.0,Female,,2021-02-25,2021-06-07,9,9316.88,1035.21,1577,1,Desktop,Electronics,0
10545,22.0,Male,India,2021-05-08,2024-01-20,2,1618.48,809.24,620,0,Mobile,Sports,1
10546,62.0,Male,USA,2025-05-26,2025-09-24,6,7051.0,1175.17,7,0,Desktop,Grocery,0
10547,21.0,Female,India,2022-03-27,2023-08-28,5,11063.35,2212.67,765,0,Desktop,Fashion,0
10548,33.0,Male,UK,2024-05-05,2024-10-04,3,,1724.45,362,0,Desktop,Sports,0
10549,41.0,Male,India,2024-07-10,2025-06-21,6,6982.8,1163.8,102,1,Mobile,Sports,0
10550,33.0,Female,Australia,2022-08-31,2023-02-20,4,9639.12,2409.78,954,0,Mobile,Grocery,0
10551,,Female,Canada,2021-08-17,2025-05-14,6,10648.67,1774.78,140,1,Tablet,Electronics,0
10552,66.0,Female,India,2022-05-03,2025-01-31,7,9030.96,1290.14,243,1,Mobile,Grocery,0
10553,45.0,Female,India,2023-05-12,2024-07-15,7,3323.97,474.85,443,1,Mobile,Grocery,0
10554,49.0,Female,Canada,2021-08-09,2023-08-05,3,4646.32,1548.77,788,1,Mobile,Sports,0
10555,44.0,Female,Germany,2024-06-16,2024-12-09,6,5408.13,901.36,296,0,Mobile,Fashion,0
10556,37.0,Female,India,2022-12-03,2025-03-31,5,4512.97,902.59,184,0,Tablet,Home,0
10557,41.0,Male,India,2021-11-03,2025-07-12,8,10913.32,1364.16,81,0,Mobile,Grocery,0
10558,29.0,Male,Germany,2024-12-04,2025-05-13,11,13394.74,1217.7,141,0,Mobile,Grocery,0
10559,67.0,Female,India,2025-02-13,2025-06-19,5,7022.21,1404.44,104,0,Mobile,Electronics,0
10560,52.0,,,2020-12-12,2022-02-04,2,366.7,183.35,1335,1,Mobile,Electronics,1
10561,50.0,Male,India,2023-03-24,2024-11-06,7,6907.92,986.85,329,1,Mobile,Sports,0
10562,50.0,Male,India,2022-10-08,2024-02-04,8,12667.96,1583.5,605,0,,Electronics,0
10563,68.0,Male,Germany,2023-03-10,2024-12-27,5,3434.74,686.95,278,0,Desktop,Books,0
10564,60.0,Male,India,2025-06-12,2025-09-30,9,14475.82,1608.42,1,0,Mobile,Grocery,0
10565,54.0,Female,India,2022-11-30,2024-01-15,8,7607.87,950.98,625,0,Desktop,Electronics,0
10566,29.0,Male,India,2021-11-15,2024-06-07,6,7043.32,1173.89,481,0,Mobile,Fashion,0
10567,20.0,Female,India,2024-05-20,2024-08-11,7,2865.34,409.33,416,0,Mobile,Books,0
10568,18.0,Female,USA,2023-03-15,2023-07-05,7,,928.32,819,0,Mobile,Sports,0
10569,50.0,Female,India,2024-02-12,2025-01-08,5,6673.89,1334.78,266,0,Mobile,Home,0
10570,57.0,Female,USA,2025-02-10,2025-06-11,4,4333.89,1083.47,112,0,Desktop,Grocery,0
10571,27.0,,Germany,2024-02-08,2024-03-19,6,5687.66,947.94,561,0,Desktop,Grocery,0
10572,60.0,,USA,2024-11-22,2025-08-06,7,3535.42,505.06,56,0,Mobile,Fashion,0
10573,61.0,Male,India,2024-03-15,2024-06-27,4,19507.39,4876.85,461,0,Mobile,Home,0
10574,46.0,Male,India,2022-12-01,2023-06-20,6,3348.13,558.02,834,0,Desktop,Home,0
10575,30.0,Female,Canada,2025-03-07,2025-09-16,5,7688.99,1537.8,15,1,Mobile,Sports,0
10576,29.0,Male,Germany,2022-11-29,2025-05-26,7,10386.08,1483.73,128,0,Mobile,Sports,0
10577,48.0,Male,USA,2021-03-20,2021-10-15,8,6916.94,864.62,1447,0,Tablet,Books,0
10578,63.0,Female,India,2021-10-21,2023-05-06,3,1531.79,510.6,879,1,Mobile,,0
10579,19.0,Male,India,2021-10-02,2024-11-16,6,6003.29,1000.55,319,0,Tablet,Electronics,0
10580,68.0,Female,UK,2021-12-01,2023-11-13,10,12846.79,1284.68,688,1,Mobile,Sports,0
10581,67.0,,Canada,2022-11-23,2025-01-01,5,9614.64,1922.93,273,0,Desktop,Fashion,0
10582,52.0,Female,UK,2024-02-23,2024-05-16,5,6481.97,1296.39,503,0,Mobile,Fashion,0
10583,40.0,Female,Germany,2020-11-18,2022-02-14,7,12453.89,1779.13,1325,0,Mobile,Fashion,0
10584,34.0,Female,Germany,2020-12-08,2022-10-05,6,11950.87,1991.81,1092,0,Mobile,Sports,0
10585,43.0,Female,India,2022-12-22,2024-09-10,8,4215.83,526.98,386,0,Mobile,Sports,0
10586,25.0,Male,,2022-10-04,2023-10-25,3,1359.34,453.11,707,0,Mobile,Fashion,0
10587,46.0,Female,India,2022-05-16,2023-03-07,5,10352.94,2070.59,939,0,Mobile,Sports,0
10588,43.0,Male,India,2022-09-03,2023-05-18,9,14786.51,1642.95,867,0,Mobile,Electronics,0
10589,27.0,Female,Canada,2023-11-04,2024-01-23,6,9872.09,1645.35,617,0,Desktop,Electronics,0
10590,43.0,Male,India,2025-05-23,2025-06-03,11,12060.45,1096.4,120,0,Mobile,Books,0
10591,51.0,Female,India,2021-03-30,2022-05-22,5,8464.91,1692.98,1228,0,Mobile,Grocery,0
10592,,Male,India,2021-11-27,2022-07-19,7,11537.56,1648.22,1170,0,Mobile,Electronics,0
10593,58.0,Female,India,2022-08-03,2025-04-14,5,4135.71,827.14,170,0,Mobile,Books,0
10594,24.0,Female,India,2022-11-23,2024-06-18,4,2614.56,653.64,470,1,Mobile,Home,0
10595,,Female,India,2024-04-14,2024-06-01,1,0.0,0.0,487,0,Mobile,Grocery,1
10596,67.0,Male,USA,2022-12-23,2023-04-28,10,12831.97,1283.2,887,0,Desktop,Electronics,0
10597,62.0,Female,India,2025-02-17,2025-09-27,7,2587.58,369.65,4,0,Mobile,Home,0
10598,28.0,Male,USA,2022-07-12,2025-01-17,2,2482.97,1241.48,257,0,,Books,1
10599,46.0,Male,India,2020-12-01,2024-06-25,6,2176.22,362.7,463,1,Desktop,Electronics,0
10600,53.0,,India,2021-08-31,2025-08-01,6,5126.52,854.42,61,0,Desktop,Electronics,0
10358,25.0,Female,India,2023-09-04,2025-06-18,7,,0.0,105,1,Mobile,Electronics,0
10117,50.0,Male,USA,2024-05-11,2024-11-08,4,3640.07,910.02,327,0,Mobile,Electronics,0
10599,46.0,Male,India,2020-12-01,2024-06-25,6,2176.22,362.7,463,1,Desktop,Electronics,0
10442,32.0,Female,UK,2023-12-20,2024-09-20,3,5478.65,1826.22,376,0,Mobile,Home,0
10555,44.0,Female,Germany,2024-06-16,2024-12-09,6,5408.13,901.36,296,0,Mobile,Fashion,0
